token,frequency
konumuna,1
şekline,1
boyutlarına,1
alandan,1
faydalanmaya,1
kayıtları,1
kaydedilmişse,1
kapatılır,1
kaydet,1
ilmiş,1
kapatılmasıyla,1
bedele,1
ödemez,1
kararlaştırılmışsa,1
ödenmemiş,1
kararlaştırıl,1
getirilmesine,1
yetkilerinin,1
sınırını,1
davranırsa,1
indirim,1
davranması,1
istemine,1
iradının,1
borçlanılan,1
satışta,1
olunmaz,1
dolduktan,1
uyularak,1
uzatılabilir,1
akıtılmasına,1
atış,1
spor,1
kullanılmak,1
hizm,1
kca,1
irtifaklara,1
ihtiyaçlarını,1
serilir,1
edimlerde,1
gösterilecek,1
katıdır,1
hukukun,1
nün,1
yalnızca,1
kurulma,1
bölünmüşse,1
düşürür,1
birbiri,1
ardına,1
yılın,1
edimlerini,1
örmemişse,1
kuran,1
uymuyorsa,1
alınılmamak,1
kurulmasının,1
kullanabilmesi,1
bildirmesine,1
erdirilmeyen,1
kurtarılması,1
düşük,1
yükümlüye,1
sağlamaz,1
bölünmesinin,1
kredi,1
ölçüsü,1
kredileri,1
kullanılarak,1
karşılıklarının,1
merkez,1
bankasının,1
döviz,1
alış,1
kuru,1
kurulabileceği,1
sınırlayıcı,1
olabilme,1
parselleri,1
kaydedilmedikçe,1
işe,1
rehnedilme,1
rehnedildiği,1
belirdirilir,1
güvenceyi,1
dağıtır,1
kurulduktan,1
rehnedemezler,1
rehnolunabilir,1
kamulaştırmaya,1
gerçekleştirilen,1
lemi,1
rehinler,1
koruyarak,1
sınmaz,1
bazıları,1
rehinsiz,1
alırsa,1
kurtarması,1
miktarlarıyla,1
rehinle,1
namaz,1
oluşturmadığı,1
uya,1
ödenemez,1
makın,1
otel,1
döşeme,1
süt,1
ununa,1
başlanılmasından,1
iflasının,1
kiracılara,1
takibin,1
olmamış,1
koydurulan,1
olmalarından,1
başlamış,1
edilmesinden,1
düşmelerine,1
düşüren,1
davranışları,1
yasaklamasını,1
verilebileceği,1
güv,1
ence,1
eksiğini,1
kusur,1
aşmayacak,1
düşmesinin,1
önlenmesi,1
ınli,1
parçasını,1
devrederse,1
kaldırmaktan,1
açınamaz,1
kurmayacağını,1
yüklerinden,1
irtifaklar,1
edilenlere,1
öncelikleri,1
der,1
ecesi,1
derecesinin,1
dereceleri,1
yapılmalarına,1
sağlamaları,1
verilmelerine,1
dereceler,1
etmemişse,1
katılmadan,1
pa,1
raya,1
geçeceğine,1
ersizdir,1
kadarını,1
çevirir,1
dağıtılması,1
itilir,1
istendiği,1
vadeden,1
artırılamaz,1
zo,1
runlu,1
masraf,1
katkısıyla,1
iyileştirilen,1
artma,1
giderlerinden,1
düşeni,1
um,1
taksitlerle,1
taksitlerin,1
ilerlerler,1
ix,1
ödenilebilir,1
denebilir,1
harcanacaksa,1
x,1
aklının,1
istemesi,1
haki,1
doğmamış,1
doğması,1
olası,1
zin,1
değişebilen,1
derecesine,1
miktarında,1
değişmelere,1
sırasını,1
ispata,1
taşımaz,1
yapıldığının,1
yazılıp,1
bel,1
gesi,1
erinçe,1
ettirmesini,1
biti,1
minden,1
konulmaması,1
talebiyle,1
takibine,1
başlanmadan,1
edin,1
ihbarla,1
ihbarına,1
ihbarın,1
satılmasını,1
dairesince,1
artırmada,1
tarafında,1
bedelden,1
artırmayı,1
borçluluk,1
sorumluluğunda,1
güvencede,1
getirmez,1
yüklendiği,1
girmezse,1
devredilmesi,1
okşa,1
etmeyen,1
dağıtımın,1
kesinleştiğinin,1
yüklenmenin,1
yüklenirse,1
tuttuğuna,1
devrinin,1
devrin,1
edilmelerine,1
ipotekler,1
satılan,1
sarf,1
yükleniciden,1
yüklenici,1
etmeleri,1
satıcılar,1
satıcıların,1
ortaklarının,1
zanaatkâr,1
zanaatkarların,1
çalışmayı,1
olunabilir,1
yüklenilen,1
gösterirse,1
sıradaki,1
artan,1
yüklerin,1
olacağının,1
bilinebilir,1
devrederlerse,1
edemedikleri,1
aslandığı,1
yüklenicilerden,1
yazıldıktan,1
yapılabileceği,1
türde,1
biçilir,1
biçilmiş,1
faizlerin,1
devrine,1
yapılabilecek,1
arsalar,1
oluşturabilir,1
senetlerindeki,1
ortalamasının,1
üçünü,1
aşamaz,1
biçilmesinde,1
özenin,1
gösterilmemesinden,1
memurlara,1
malikidir,1
dağıtımının,1
kesinleşmesinden,1
içeremez,1
enleme,1
üzenlenmesi,1
imzaları,1
temsilcisine,1
rizaları,1
ödemeleri,1
paraları,1
tebliğleri,1
azalmalarına,1
tarafsızlıkla,1
hâkimi,1
ödemelerini,1
bilinmediği,1
değiştirdiği,1
clu,1
kurtulabilir,1
edene,1
devrinden,1
bildirilmiş,1
kupona,1
ettirip,1
ettirmemekte,1
serbesttir,1
tedavüle,1
çıkartabilir,1
metninde,1
uymazsa,1
sürülmesi,1
sene,1
dindeki,1
zilyetlikle,1
kastı,1
kuponu,1
ettirerek,1
eni,1
kupon,1
bilinmiyor,1
istenmemiş,1
çıkmaz,1
olasılıkla,1
boşalmış,1
hafifletilmesi,1
azaltılması,1
çıkarmayı,1
liranın,1
katları,1
serideki,1
şeklinin,1
numaralarının,1
izlemesi,1
çıkarılmamış,1
faizle,1
üstlenebilir,1
karşılaması,1
sayıları,1
gösterilmek,1
koşullarında,1
düzenleyeceği,1
lana,1
ödenmekle,1
kalmaz,1
ilde,1
kuponlar,1
planına,1
çekmek,1
senetlerinde,1
azlar,1
çekiminde,1
ödenmesinde,1
rehini,1
rehnedende,1
hakimiyetinde,1
doğmaz,1
kooperatiflerin,1
devredil,1
devredilmeden,1
bulabilir,1
ödenince,1
edilmesinin,1
iba,1
releri,1
telikle,1
alamaz,1
gelmesiyle,1
askıda,1
almadıkça,1
doğduğunu,1
ödenmeyen,1
faizlerinin,1
faizinin,1
ürünlerini,1
çıkınca,1
niteliğindeki,1
ürünleri,1
sır,1
geçememesi,1
öngören,1
lup,1
bağlantısı,1
hapsedebilir,1
ilişkiden,1
doğmuşsa,1
tacirler,1
bağlantı,1
kazanılmasının,1
çevrilmeye,1
üstlendiği,1
yükümlülükle,1
üzeniyle,1
mey,1
öğrenmiş,1
yönde,1
yüklenmiş,1
bağdaşmasa,1
getirilmez,1
gösterilmezse,1
hapsettiği,1
akın,1
devredilebilen,1
ikca,1
sende,1
rehninde,1
birlik,1
evrakta,1
ciro,1
bey,1
ani,1
rehnedilmesiyle,1
emtia,1
varant,1
düzenlenmişse,1
hinli,1
gelmemiş,1
hin,1
kapsamaz,1
rehnedilmelerine,1
senetlerinin,1
emsili,1
özenli,1
muacceliyetinin,1
ihbarını,1
kılıyorsa,1
alacaklıyı,1
zorlayabilir,1
uğraşanlar,1
isteyenler,1
işletmelere,1
yenilenebilir,1
vadesinde,1
ettikten,1
çevirtebilir,1
verene,1
mık,1
tarından,1
hesaplanırken,1
kurtarmayı,1
satılıncaya,1
makbuzunun,1
kurtarılabilir,1
verilmezse,1
tutmuş,1
erinden,1
verenin,1
kurtarıldığı,1
faizin,1
tutmuşsa,1
hamilinin,1
geçirdiğini,1
bilmedikçe,1
gerekmedikçe,1
kullan,1
satim,1
almayı,1
verenlere,1
cari,1
işlerinden,1
göstererek,1
çıkarabilirler,1
tahvillerin,1
çıkaracaklar,1
vermeye,1
kavramı,1
kavram,1
zilyedidir,1
yüklerinde,1
ısişel,1
hakimiyetini,1
kesilme,1
hakimiyetin,1
nitelikteki,1
kullanılmaması,1
olanağının,1
erdirmez,1
araçların,1
temsilciye,1
edilene,1
iye,1
gerçekleşmeden,1
sürebileceği,1
veri,1
ekten,1
taşıyıcıya,1
umumi,1
mağazaya,1
emtianın,1
tercih,1
savunma,1
saldırıyı,1
defedebilir,1
koyanı,1
kovarak,1
kaçarken,1
yakalananın,1
koruyabilir,1
göstermediği,1
zil,1
etliğin,1
gasbında,1
gasbeden,1
davacıdan,1
gerektirecek,1
önlenmesine,1
saldırıdan,1
failini,1
fiilin,1
zilyetler,1
zilyetlikleri,1
zilyetlikte,1
karineyi,1
avunma,1
karinesine,1
zilyetten,1
zilyedinden,1
kaybedilen,1
artırmadan,1
pazardan,1
satanlardan,1
iyinin,1
etle,1
edinenlere,1
denilen,1
olmama,1
zilyede,1
karinesinden,1
karineyle,1
hasara,1
uğramasından,1
kimseden,1
etmesini,1
isteyemez,1
önerilmezse,1
şeyle,1
zararsızca,1
ayırıp,1
alacaklarına,1
alıkoymuş,1
etmeyi,1
eylediği,1
giderlerden,1
vereceğini,1
bilmediği,1
rece,1
ekleyebilir,1
tamamlayan,1
yev,1
miye,1
planlardan,1
siciller,1
kaydedilecek,1
unlar,1
süreklilik,1
koşulunun,1
bölümlerin,1
kaydedilmeyecek,1
kamunun,1
kaydolunmaz,1
kayda,1
dönüşürse,1
sicilinden,1
unsurları,1
sayfan,1
numaraları,1
izler,1
birleştiril,1
uyulacak,1
sayfasındaki,1
sütunlara,1
görünenlerin,1
kütükten,1
silinebilir,1
bird,1
tescilleri,1
taşınmazları,1
sayfadan,1
çıkarılırsa,1
kle,1
isteyenin,1
belirtilerek,1
saklanır,1
ölçüme,1
planların,1
hazırlanacağı,1
bölgenin,1
bölge,1
sicillerine,1
belirtilmek,1
bölgedeki,1
işlenmek,1
bölgelerdeki,1
idarelerine,1
idareleri,1
idarelerinin,1
işleyiş,1
hizmetlerin,1
doğmasında,1
görevlilere,1
sorumluluğuna,1
şerhler,1
haklarda,1
inşaat,1
vaadi,1
gerilim,1
sözleşmelerinden,1
serdedilebileceği,1
serdedilebilir,1
kısıtlanmasında,1
sü,1
belirleyen,1
belgelerdeki,1
noksanlıkların,1
tamamlanmasına,1
tanıyorsa,1
gerçekleşirse,1
şerhe,1
edilebileceği,1
kanaatine,1
varırsa,1
başvurulması,1
verilsene,1
tün,1
kısıtlamalarının,1
yazılması,1
sütuna,1
yazılabilecek,1
terkinin,1
eşdeğer,1
belgeye,1
yapılabilmesi,1
belgelenmesi,1
uyulduğunun,1
reddedilir,1
belirten,1
illerde,1
tesi,1
ilin,1
değiştirilmiş,1
tesciller,1
sicildeki,1
erkin,1
örneklerin,1
irtifaklarda,1
irtifakların,1
sayfalarına,1
tel,1
iğ,1
işlemlere,1
açıklığı,1
açıktır,1
ilgisini,1
inanılır,1
gösterilmesini,1
örneklerinin,1
bilmediğini,1
yapılmamasının,1
varlık,1
tamamlanmış,1
belgelere,1
belirlenilir,1
bûka,1
bilen,1
dayanamaz,1
sebepten,1
sun,1
yolsuzdur,1
olunmuş,1
kazandıkları,1
kaybettiği,1
heri,1
işlemin,1
terkine,1
başvurarak,1
işlemini,1
yanlışlığı,1
düzeltebilir,1
yazı,1
yanlışlıklarını,1
melik,1
düzeltir,1
kaldırılan,1
şubat,1
medenisi,1
yürürlük,1
ocak,1
hükümlerini,1
işlenemeyen,1
hükmüdür,1
değiştirilen,1
medeni,1
gütmeyen,1
mevzuatın,1
gösterir,1
tablo,1
cumhurbaşkanlığı,1
seçimleri,1
cumhurbaşkanının,1
andiçerek,1
ayarak,1
mahkemesin,1
